0    ,158023,L. Messi                      ,31,Argentina                     ,94,94,FC Barcelona                            ,110.5M  ,565K ,Left ,10,5'7 ,159lbs
13421,210790,A. Al Zubaidi                 ,25,Saudi Arabia                  ,62,67,Al Raed                                 ,325K    ,5K   ,Right,12,6'0 ,172lbs
13422,211814,M. Khne                       ,30,Germany                       ,62,62,FC Carl Zeiss Jena                      ,220K    ,1K   ,Right,5 ,5'10,172lbs
13423,222566,T. Majrashi                   ,27,Saudi Arabia                  ,62,62,Ohod Club                               ,325K    ,4K   ,Right,88,5'7 ,126lbs
13424,228454,M. Ofkir                      ,21,Norway                        ,62,70,Sandefjord Fotball                      ,450K    ,1K   ,Right,6 ,5'10,157lbs
13425,238182,A. Amaya                      ,17,Colombia                      ,62,82,Atltico Huila                           ,600K    ,1K   ,Left ,11,5'7 ,143lbs
13426,182374,Du Zhenyu                     ,35,China PR                      ,62,62,Changchun Yatai FC                      ,130K    ,2K   ,Left ,8 ,5'9 ,154lbs
13427,205159,C. Raglan                     ,25,England                       ,62,64,Oxford United                           ,300K    ,2K   ,Right,22,6'1 ,165lbs
13428,208999,D. Wright                     ,23,England                       ,62,69,St. Johnstone FC                        ,425K    ,1K   ,Right,7 ,5'9 ,152lbs
13429,245351,W. Prez                       ,19,Argentina                     ,62,77,Club Atltico Huracn                     ,650K    ,1K   ,Left ,13,5'9 ,168lbs
13430,213864,B. Utvik                      ,22,Norway                        ,62,69,Sarpsborg 08 FF                         ,375K    ,1K   ,Right,4 ,6'0 ,165lbs
13431,235368,E. Torres                     ,20,Mexico                        ,62,72,Guadalajara                             ,500K    ,5K   ,Left ,99,5'5 ,121lbs
13432,211305,A. Tabanelli                  ,28,Italy                         ,62,62,Lecce                                   ,300K    ,1K   ,Right,23,6'4 ,172lbs
13433,211817,A. Berzel                     ,26,Germany                       ,62,64,TSV 1860 Mnchen                         ,300K    ,1K   ,Right,22,6'0 ,174lbs
13434,212329,J. Cranston                   ,24,Wales                         ,62,67,Morecambe                               ,350K    ,2K   ,Left ,27,5'11,174lbs
13435,154729,C. Stefaczyk                  ,34,Poland                        ,62,62,Wisa Pock                               ,90K     ,1K   ,Right,20,6'0 ,172lbs
13436,228713,M. Gmez                       ,21,Colombia                      ,62,76,Envigado FC                             ,675K    ,1K   ,Right,19,5'11,154lbs
13437,230505,Fachendinho                   ,26,Brazil                        ,62,62,Santos                                  ,325K    ,3K   ,Right,20,5'11,163lbs
13438,236649,Y. van Osch                   ,21,Netherlands                   ,62,74,PSV                                     ,425K    ,1K   ,Right,31,6'0 ,161lbs
13439,224618,Lin Chuangyi                  ,25,China PR                      ,62,66,Shanghai SIPG FC                        ,400K    ,3K   ,Right,15,5'10,154lbs
13440,235370,Yago                          ,21,Brazil                        ,62,76,Lobos BUAP                              ,675K    ,1K   ,Right,21,5'8 ,141lbs
13441,207723,S. van der Lei                ,25,Netherlands                   ,62,68,Dalkurd FF                              ,300K    ,1K   ,Right,93,6'1 ,174lbs
13442,223083,M. Austin                     ,27,Australia                     ,62,62,Newcastle Jets                          ,325K    ,1K   ,Left ,27,6'1 ,172lbs
13443,244843,W. Balikwisha                 ,19,Belgium                       ,62,75,Standard de Lige                        ,575K    ,1K   ,Right,31,5'9 ,143lbs
13444,216172,M. Pitkowski                  ,33,Poland                        ,62,62,Mied Legnica                            ,190K    ,1K   ,Right,77,6'1 ,165lbs
13445,243052,H. Lfkvist                    ,23,Sweden                        ,62,68,Dalkurd FF                              ,350K    ,1K   ,Right,2 ,6'1 ,168lbs
13446,194412,B. N'Gala                     ,28,England                       ,62,62,Crawley Town                            ,250K    ,2K   ,Right,33,6'2 ,198lbs
13447,227693,N. Gjorgjev                   ,20,FYR Macedonia                 ,62,72,Grasshopper Club Zrich                  ,500K    ,2K   ,Right,35,5'9 ,150lbs
13448,232558,I. Anthony                    ,20,Nigeria                       ,62,68,FK Haugesund                            ,350K    ,1K   ,Right,15,6'2 ,198lbs
13449,170350,J. Deltraz                    ,32,France                        ,62,62,Grenoble Foot 38                        ,170K    ,1K   ,Right,28,5'9 ,146lbs
13450,213871,K. Junker                     ,24,Denmark                       ,62,67,AC Horsens                              ,400K    ,2K   ,Left ,22,6'1 ,161lbs
13451,242287,F. Ortega                     ,19,Argentina                     ,62,78,Vlez Sarsfield                          ,575K    ,1K   ,Left ,34,5'10,165lbs
13452,243311,Josep Martnez                 ,20,Spain                         ,62,75,UD Las Palmas                           ,475K    ,1K   ,Right,30,6'3 ,176lbs
13453,243567,S. Barratt                    ,22,England                       ,62,67,Southend United                         ,400K    ,2K   ,Left ,25,6'2 ,143lbs
13454,214385,O. Rodas                      ,31,Colombia                      ,62,62,Boyac Chic FC                           ,270K    ,1K   ,Right,14,5'9 ,165lbs
13455,235121,B. Lozano                     ,21,Mexico                        ,62,74,U.N.A.M.                                ,550K    ,3K   ,Left ,26,5'6 ,119lbs
13456,240497,I. Wadji                      ,23,Senegal                       ,62,71,FK Haugesund                            ,475K    ,1K   ,Right,17,5'9 ,163lbs
13457,182385,Liu Weidong                   ,31,China PR                      ,62,62,Chongqing Dangdai Lifan FC SWM Team     ,270K    ,2K   ,Right,24,5'10,150lbs
13458,183665,B. Prokopi                    ,30,Austria                       ,62,62,SCR Altach                              ,280K    ,3K   ,Right,28,5'11,163lbs
13459,189041,M. Gardawski                  ,27,Germany                       ,62,62,Korona Kielce                           ,325K    ,1K   ,Right,11,5'10,165lbs
13460,225650,T. King                       ,23,England                       ,62,70,AFC Wimbledon                           ,325K    ,2K   ,Right,1 ,6'1 ,176lbs
13461,227698,P. Sarr                       ,25,Senegal                       ,62,65,FC Zrich                                ,375K    ,3K   ,Right,29,5'11,154lbs
13462,238194,N. Bustos                     ,19,Argentina                     ,62,79,Club Atltico Talleres                   ,650K    ,2K   ,Right,7 ,5'9 ,163lbs
13463,238962,M. Bauer                      ,23,Germany                       ,62,67,SpVgg Unterhaching                      ,350K    ,1K   ,Right,2 ,5'9 ,168lbs
13464,239986,Javi Alonso                   ,19,Spain                         ,62,78,CD Tenerife                             ,650K    ,1K   ,Left ,32,6'0 ,172lbs
13465,181106,H. Hosogai                    ,32,Japan                         ,62,62,Kashiwa Reysol                          ,170K    ,2K   ,Right,37,5'10,152lbs
13466,235123,A. Iniestra                   ,22,Mexico                        ,62,72,U.N.A.M.                                ,475K    ,3K   ,Left ,16,5'9 ,174lbs
13467,237683,N. Holland                    ,20,England                       ,62,77,West Ham United                         ,675K    ,8K   ,Right,37,5'10,154lbs
13468,240755,P. Nguinda                    ,22,France                        ,62,69,KSV Cercle Brugge                       ,350K    ,7K   ,Right,2 ,6'0 ,176lbs
13469,242291,K. Brnker                     ,24,Germany                       ,62,69,Bradford City                           ,425K    ,2K   ,Right,18,6'3 ,172lbs
13470,53363 ,A. Collin                     ,33,England                       ,62,62,Carlisle United                         ,150K    ,2K   ,Right,30,6'3 ,172lbs
13471,221812,A. Al Shamekh                 ,25,Saudi Arabia                  ,62,67,Al Raed                                 ,325K    ,3K   ,Left ,17,5'9 ,168lbs
13472,231284,R. Delaney                    ,21,Republic of Ireland           ,62,72,Rochdale                                ,425K    ,1K   ,Left ,5 ,6'2 ,159lbs
13473,232820,K. Yamamoto                   ,28,Japan                         ,62,62,Jbilo Iwata                             ,300K    ,1K   ,Right,23,5'10,174lbs
13474,237428,S. Nakahara                   ,24,Japan                         ,62,66,V-Varen Nagasaki                        ,400K    ,1K   ,Right,17,5'10,150lbs
13475,239476,S. Ingolitsch                 ,21,Austria                       ,62,68,SKN St. Plten                           ,350K    ,2K   ,Right,22,5'10,159lbs
13476,200821,L. D'Ath                      ,25,England                       ,62,64,Milton Keynes Dons                      ,375K    ,3K   ,Right,20,5'9 ,170lbs
13477,230517,Tiagildo Serra                ,30,Brazil                        ,62,62,Sport Club do Recife                    ,290K    ,3K   ,Left ,20,5'9 ,154lbs
13478,169333,S. Rasswalder                 ,31,Austria                       ,62,62,TSV Hartberg                            ,200K    ,2K   ,Left ,7 ,5'9 ,148lbs
13479,235125,J. Esquivel                   ,20,Mexico                        ,62,73,Lobos BUAP                              ,450K    ,1K   ,Right,4 ,5'10,141lbs
13480,236661,F. Baak                       ,19,Germany                       ,62,73,Hertha BSC                              ,450K    ,2K   ,Right,29,6'1 ,165lbs
13481,186229,Zhang Chiming                 ,29,China PR                      ,62,62,Tianjin TEDA FC                         ,300K    ,3K   ,Right,36,5'11,165lbs
13482,191093,R. Pillot                     ,27,France                        ,62,64,La Berrichonne de Chteauroux            ,250K    ,1K   ,Right,16,6'2 ,181lbs
13483,209526,S. Kavanagh                   ,24,Republic of Ireland           ,62,66,Shamrock Rovers                         ,325K    ,1K   ,Left ,11,5'9 ,137lbs
13484,217718,S. Nattestad                  ,23,Faroe Islands                 ,62,68,AC Horsens                              ,350K    ,1K   ,Left ,24,6'6 ,209lbs
13485,239990,T. Broadbent                  ,26,England                       ,62,62,Bristol Rovers                          ,260K    ,2K   ,Left ,16,6'3 ,198lbs
13486,176246,M. Bottani                    ,27,Switzerland                   ,62,62,FC Lugano                               ,325K    ,2K   ,Right,10,5'7 ,139lbs
13487,186230,Feng Zhuoyi                   ,29,China PR                      ,62,62,Henan Jianye FC                         ,290K    ,3K   ,Right,6 ,6'0 ,165lbs
13488,196983,A. Falch                      ,26,Norway                        ,62,67,Sarpsborg 08 FF                         ,280K    ,1K   ,Left ,31,6'1 ,179lbs
13489,232567,K. Ono                        ,28,Japan                         ,62,62,Shonan Bellmare                         ,250K    ,1K   ,Left ,8 ,5'11,165lbs
13490,232823,H. Kawabe                     ,22,Japan                         ,62,71,Sanfrecce Hiroshima                     ,450K    ,2K   ,Right,36,5'10,154lbs
13491,234615,R. Rabe                       ,23,France                        ,62,68,Amiens SC                               ,425K    ,3K   ,Right,38,5'10,170lbs
13492,187511,D. Duarte                     ,33,Mexico                        ,62,62,Atltico Huila                           ,120K    ,1K   ,Right,5 ,5'11,159lbs
13493,240248,R. Hutton                     ,19,England                       ,62,74,Birmingham City                         ,450K    ,2K   ,Right,42,5'9 ,159lbs
13494,239226,J. Torres                     ,18,United States                 ,62,75,Sporting Lokeren                        ,475K    ,1K   ,Right,31,5'9 ,157lbs
13495,242554,B. Bye                        ,22,United States                 ,62,69,New England Revolution                  ,350K    ,1K   ,Right,15,6'0 ,185lbs
13496,236667,J. Iritier                    ,23,Argentina                     ,62,68,Club Atltico Aldosivi                   ,425K    ,2K   ,Right,18,5'7 ,154lbs
13497,239995,P. Lpez                       ,20,Mexico                        ,62,75,Pachuca                                 ,575K    ,4K   ,Left ,24,5'6 ,134lbs
13498,240251,L. Salas                      ,20,Chile                         ,62,74,CD Antofagasta                          ,550K    ,1K   ,Right,19,5'8 ,174lbs
13499,189307,L. Young                      ,28,England                       ,62,62,Crawley Town                            ,240K    ,2K   ,Right,2 ,5'9 ,134lbs
13500,209532,D. Bachmann                   ,23,Austria                       ,62,70,Kilmarnock                              ,325K    ,5K   ,Right,26,6'3 ,179lbs
13501,210812,D. Olsson                     ,23,Sweden                        ,62,68,GIF Sundsvall                           ,350K    ,1K   ,Left ,3 ,6'0 ,161lbs
13502,229756,S. Nkansah                    ,22,Germany                       ,62,71,Eintracht Braunschweig                  ,400K    ,1K   ,Right,6 ,6'2 ,172lbs
13503,238460,R. Brewster                   ,18,England                       ,62,84,Liverpool                               ,700K    ,8K   ,Right,24,5'9 ,165lbs
13504,240252,V. Mndez                      ,18,Chile                         ,62,72,Unin Espaola                            ,400K    ,1K   ,Right,30,5'9 ,150lbs
13505,193404,M. Veloso                     ,26,Switzerland                   ,62,63,Neuchtel Xamax                          ,350K    ,2K   ,Left ,12,5'10,159lbs
13506,193660,Y. Arquin                     ,30,France                        ,62,62,Yeovil Town                             ,290K    ,2K   ,Right,18,6'2 ,187lbs
13507,219261,M. Jelavi                     ,24,Croatia                       ,62,65,Royal Excel Mouscron                    ,400K    ,2K   ,Right,89,6'2 ,176lbs
13508,238205,A. Edathodika                 ,31,India                         ,62,62,                                        ,0       ,0    ,Left ,22,6'0 ,172lbs
13509,238461,Luis Perea                    ,20,Spain                         ,62,75,CA Osasuna                              ,575K    ,1K   ,Right,28,6'3 ,174lbs
13510,239741,J. Villalba                   ,19,Paraguay                      ,62,77,Borussia Mnchengladbach                 ,650K    ,3K   ,Right,20,5'9 ,143lbs
13511,245631,Perera                        ,21,Spain                         ,62,73,Deportivo Alavs                         ,450K    ,3K   ,Left ,27,6'1 ,168lbs
13512,238208,E. Kane                       ,23,Senegal                       ,62,71,Sandefjord Fotball                      ,400K    ,1K   ,Right,16,6'3 ,172lbs
13513,244608,Carlitos                      ,25,Portugal                      ,62,65,Wisa Pock                               ,375K    ,1K   ,Right,11,5'9 ,143lbs
13514,246144,B. Mwila                      ,24,Zambia                        ,62,66,SCR Altach                              ,400K    ,2K   ,Right,14,6'0 ,165lbs
13515,243841,S. Pittman                    ,25,Scotland                      ,62,65,Livingston FC                           ,375K    ,1K   ,Right,8 ,5'9 ,159lbs
13516,181377,E. Bajrami                    ,30,Sweden                        ,62,62,IF Elfsborg                             ,290K    ,1K   ,Left ,20,5'10,170lbs
13517,140418,R. Duffy                      ,32,Wales                         ,62,62,Notts County                            ,170K    ,3K   ,Right,5 ,5'11,143lbs
13518,214658,J. Karlstrm                   ,23,Sweden                        ,62,68,Djurgrdens IF                           ,400K    ,1K   ,Right,6 ,6'0 ,179lbs
13519,221826,Li Tixiang                    ,28,China PR                      ,62,62,Guangzhou R&F FC                        ,250K    ,3K   ,Right,35,5'11,159lbs
13520,239746,L. Watkowiak                  ,22,Germany                       ,62,68,SV Wehen Wiesbaden                      ,300K    ,1K   ,Right,25,6'6 ,236lbs
13521,240258,O. Sangante                   ,27,Senegal                       ,62,63,La Berrichonne de Chteauroux            ,350K    ,1K   ,Right,19,6'2 ,192lbs
13522,208771,G. Buckley                    ,24,Republic of Ireland           ,62,65,Cork City                               ,375K    ,1K   ,Right,26,6'1 ,165lbs
13523,236675,K. Jakob                      ,20,Germany                       ,62,76,FC Augsburg                             ,600K    ,3K   ,Left ,25,6'0 ,163lbs
13524,245635,Dani Sandoval                 ,20,Spain                         ,62,80,Real Oviedo                             ,675K    ,2K   ,Left ,29,5'10,157lbs
13525,225924,D. Sosa                       ,26,Argentina                     ,62,62,Godoy Cruz                              ,325K    ,3K   ,Right,20,5'6 ,141lbs
13526,229508,S. Sprangler                  ,23,Austria                       ,62,68,Wolfsberger AC                          ,400K    ,2K   ,Right,19,6'0 ,170lbs
13527,231556,T. Schmidt                    ,24,Germany                       ,62,64,VfL Sportfreunde Lotte                  ,375K    ,1K   ,Right,14,5'9 ,148lbs
13528,242308,I. Chenihi                    ,28,Algeria                       ,62,62,Al Fateh                                ,300K    ,5K   ,Left ,24,5'10,165lbs
13529,216453,L. Shephard                   ,23,Wales                         ,62,66,Forest Green Rovers                     ,325K    ,2K   ,Right,2 ,5'10,148lbs
13530,234629,K. Dirks Riis                 ,21,Denmark                       ,62,74,Esbjerg fB                              ,475K    ,3K   ,Right,15,6'2 ,185lbs
13531,235397,N. Freeman                    ,22,England                       ,62,68,Wycombe Wanderers                       ,425K    ,2K   ,Right,22,5'11,172lbs
13532,201094,B. Garratt                    ,24,England                       ,62,69,Crewe Alexandra                         ,325K    ,2K   ,Right,1 ,6'1 ,146lbs
13533,213894,H. White                      ,23,England                       ,62,69,Mansfield Town                          ,350K    ,3K   ,Right,2 ,6'1 ,150lbs
13534,226182,Sui Weijie                    ,35,China PR                      ,62,62,Chongqing Dangdai Lifan FC SWM Team     ,70K     ,1K   ,Right,17,6'2 ,194lbs
13535,230534,S. Mvibudulu                  ,25,DR Congo                      ,62,64,SG Sonnenhof Groaspach                  ,375K    ,1K   ,Right,28,6'2 ,181lbs
13536,238214,M. Degerlund                  ,20,Sweden                        ,62,69,Hammarby IF                             ,375K    ,1K   ,Left ,23,6'5 ,192lbs
13537,235655,M. Al Enazi                   ,34,Saudi Arabia                  ,62,62,Al Batin                                ,90K     ,3K   ,Right,7 ,5'3 ,130lbs
13538,237959,J. Delem                      ,25,France                        ,62,67,Seattle Sounders FC                     ,350K    ,1K   ,Right,21,5'11,157lbs
13539,245639,Andr Anderson                 ,18,Brazil                        ,62,79,US Salernitana 1919                     ,625K    ,4K   ,Right,28,5'11,159lbs
13540,208776,F. Stritzel                   ,24,Germany                       ,62,67,SV Darmstadt 98                         ,290K    ,2K   ,Right,31,6'6 ,203lbs
13541,235656,W. Al Anazi                   ,23,Saudi Arabia                  ,62,69,Al Shabab                               ,425K    ,5K   ,Right,18,5'6 ,150lbs
13542,208009,W. Jobello                    ,24,France                        ,62,67,GFC Ajaccio                             ,400K    ,1K   ,Right,11,5'10,150lbs
13543,226186,Luo Xin                       ,28,China PR                      ,62,63,Beijing Renhe FC                        ,280K    ,2K   ,Right,4 ,6'0 ,165lbs
13544,184714,M. Green                      ,31,England                       ,62,62,Lincoln City                            ,270K    ,4K   ,Right,10,6'0 ,179lbs
13545,235147,T. David                      ,21,Netherlands                   ,62,68,ADO Den Haag                            ,350K    ,1K   ,Right,27,5'11,154lbs
13546,239244,A. Danek                      ,23,Poland                        ,62,68,Cracovia                                ,425K    ,1K   ,Right,23,5'11,146lbs
13547,240012,F. Mussa                      ,22,Tanzania                      ,62,72,CD Tenerife                             ,500K    ,2K   ,Left ,29,5'7 ,143lbs
13548,182156,G. Bolger                     ,29,Republic of Ireland           ,62,62,Shamrock Rovers                         ,240K    ,1K   ,Right,6 ,5'11,161lbs
13549,211597,G. Glendon                    ,23,England                       ,62,65,Carlisle United                         ,375K    ,2K   ,Right,11,5'10,159lbs
13550,242573,D. Caicedo                    ,18,Colombia                      ,62,83,Deportivo Cali                          ,675K    ,1K   ,Right,30,5'5 ,143lbs
13551,177549,D. Oduro                      ,32,Ghana                         ,62,62,San Jose Earthquakes                    ,240K    ,2K   ,Right,13,6'0 ,161lbs
13552,243853,M. Maphangule                 ,26,South Africa                  ,62,63,Orlando Pirates                         ,375K    ,1K   ,Right,42,5'10,176lbs
13553,212366,J. Sheehan                    ,23,Wales                         ,62,69,Newport County                          ,425K    ,2K   ,Right,16,5'9 ,165lbs
13554,244110,Jess Jimnez                   ,24,Spain                         ,62,65,Grnik Zabrze                            ,375K    ,1K   ,Right,9 ,6'0 ,176lbs
13555,245390,G. Traor                      ,18,France                        ,62,75,Amiens SC                               ,475K    ,1K   ,Right,14,5'8 ,139lbs
13556,199311,Lee Hyun Woong                ,30,Korea Republic                ,62,62,Gyeongnam FC                            ,280K    ,1K   ,Right,14,5'9 ,150lbs
13557,197776,T. Drage                      ,26,Norway                        ,62,63,FK Bod/Glimt                            ,350K    ,1K   ,Right,7 ,5'9 ,137lbs
13558,246416,L. Dajaku                     ,17,Germany                       ,62,82,VfB Stuttgart                           ,600K    ,3K   ,Right,25,5'11,163lbs
13559,209041,Y. Al Musallam                ,31,Saudi Arabia                  ,62,62,Al Raed                                 ,200K    ,3K   ,Left ,4 ,6'0 ,185lbs
13560,240529,Rayco                         ,21,Spain                         ,62,71,CD Lugo                                 ,475K    ,1K   ,Right,28,5'10,143lbs
13561,232338,Han Hee Hoon                  ,27,Korea Republic                ,62,63,Daegu FC                                ,290K    ,1K   ,Right,6 ,6'0 ,172lbs
13562,236434,H. Muoz                       ,23,Mexico                        ,62,67,Club Tijuana                            ,350K    ,3K   ,Right,30,5'9 ,176lbs
13563,242578,B. Badiashile                 ,17,France                        ,62,80,AS Monaco                               ,550K    ,4K   ,Left ,32,6'4 ,170lbs
13564,10899 ,C. Porter                     ,34,England                       ,62,62,Crewe Alexandra                         ,160K    ,4K   ,Right,7 ,6'1 ,183lbs
13565,220819,R. Kitto                      ,23,Australia                     ,62,66,Adelaide United                         ,400K    ,1K   ,Left ,7 ,6'0 ,165lbs
13566,244115,N. Taravel                    ,23,France                        ,62,68,Grenoble Foot 38                        ,350K    ,1K   ,Left ,3 ,6'2 ,176lbs
13567,246419,Y. Verschaeren                ,16,Belgium                       ,62,83,RSC Anderlecht                          ,650K    ,1K   ,Right,51,5'8 ,139lbs
13568,195219,L. Wilkinson                  ,26,England                       ,62,63,Stevenage                               ,300K    ,2K   ,Right,30,6'2 ,163lbs
13569,241044,M. Osores                     ,21,Argentina                     ,62,72,Atltico Tucumn                          ,425K    ,1K   ,Right,14,6'3 ,172lbs
13570,245652,M. Gueye                      ,20,Senegal                       ,62,71,AS Saint-tienne                         ,475K    ,4K   ,Right,13,6'1 ,176lbs
13571,184980,I. Bermingham                 ,29,Republic of Ireland           ,62,62,St. Patrick's Athletic                  ,230K    ,1K   ,Left ,3 ,5'10,161lbs
13572,223381,M. Demetriou                  ,28,England                       ,62,63,Newport County                          ,280K    ,2K   ,Left ,28,5'11,159lbs
13573,234645,N. McGinley                   ,21,England                       ,62,69,Forest Green Rovers                     ,375K    ,6K   ,Left ,19,6'3 ,165lbs
13574,234901,N. Shipnoski                  ,20,Germany                       ,62,74,SV Wehen Wiesbaden                      ,550K    ,1K   ,Right,11,6'0 ,150lbs
13575,245653,J. Murray                     ,22,Australia                     ,62,69,Central Coast Mariners                  ,425K    ,1K   ,Right,25,5'11,163lbs
13576,157590,J. Mauersberger               ,33,Germany                       ,62,62,TSV 1860 Mnchen                         ,120K    ,1K   ,Left ,6 ,6'4 ,205lbs
13577,237718,S. Ambri                      ,20,France                        ,62,73,Valenciennes FC                         ,525K    ,1K   ,Left ,7 ,5'10,141lbs
13578,199831,R. Sattelmaier                ,30,Germany                       ,62,62,SV Darmstadt 98                         ,190K    ,3K   ,Right,22,6'2 ,192lbs
13579,214679,H. Gjesdal                    ,24,Norway                        ,62,68,Kristiansund BK                         ,350K    ,1K   ,Left ,25,6'4 ,192lbs
13580,182423,Yang Shanping                 ,30,China PR                      ,62,62,Dalian YiFang FC                        ,230K    ,4K   ,Right,31,6'2 ,176lbs
13581,176792,M. Pode                       ,32,Sweden                        ,62,62,Trelleborgs FF                          ,240K    ,1K   ,Right,9 ,6'2 ,181lbs
13582,242328,N. Stierlin                   ,18,Germany                       ,62,76,RB Leipzig                              ,575K    ,3K   ,Right,26,6'0 ,163lbs
13583,213401,A. Startsev                   ,24,Kazakhstan                    ,62,65,FC Energie Cottbus                      ,325K    ,1K   ,Right,3 ,5'9 ,159lbs
13584,234649,D. Petrovic                   ,25,Serbia                        ,62,67,SKN St. Plten                           ,350K    ,3K   ,Right,6 ,6'1 ,176lbs
13585,182681,C. Daniel                     ,30,England                       ,62,62,Peterborough United                     ,220K    ,2K   ,Left ,3 ,5'11,161lbs
13586,211610,J. Anderson                   ,22,England                       ,62,70,Doncaster Rovers                        ,450K    ,2K   ,Left ,22,6'2 ,165lbs
13587,222618,Kim Sang Won                  ,26,Korea Republic                ,62,62,Jeju United FC                          ,325K    ,1K   ,Left ,3 ,5'9 ,157lbs
13588,225946,O. Shenton                    ,20,England                       ,62,75,Stoke City                              ,575K    ,5K   ,Left ,34,5'9 ,170lbs
13589,231834,N. Rinderknecht               ,20,Germany                       ,62,76,FC Ingolstadt 04                        ,650K    ,3K   ,Right,38,6'0 ,170lbs
13590,235162,H. Al Habib                   ,23,Saudi Arabia                  ,62,68,Ettifaq FC                              ,400K    ,4K   ,Right,10,6'0 ,179lbs
13591,237978,J. Daz                        ,19,Mexico                        ,62,73,Tigres U.A.N.L.                         ,450K    ,3K   ,Left ,23,5'11,172lbs
13592,241562,N. Daz                        ,19,Chile                         ,62,73,CD Palestino                            ,450K    ,1K   ,Left ,15,5'10,165lbs
13593,192154,J. Payne                      ,27,England                       ,62,62,Crawley Town                            ,300K    ,2K   ,Right,4 ,6'0 ,163lbs
13594,244635,M. Pronichev                  ,18,Russia                        ,62,78,FC Erzgebirge Aue                       ,625K    ,3K   ,Right,14,6'0 ,172lbs
13595,235932,A. Dadakdeniz                 ,18,Turkey                        ,62,75,Bursaspor                               ,425K    ,1K   ,Right,53,6'4 ,185lbs
13596,243100,Li Shuai                      ,23,China PR                      ,62,70,Dalian YiFang FC                        ,375K    ,2K   ,Right,4 ,5'10,154lbs
13597,243868,V. Emmersn                    ,22,Congo                         ,62,70,Vejle Boldklub                          ,375K    ,2K   ,Right,23,6'5 ,187lbs
13598,244380,V. Mykolenko                  ,19,Ukraine                       ,62,77,Dynamo Kyiv                             ,575K    ,1K   ,Left ,42,5'11,157lbs
13599,246428,K. elik                       ,18,Turkey                        ,62,73,Kayserispor                             ,500K    ,2K   ,Right,29,5'10,168lbs
13600,201117,W. Pawowski                   ,25,Poland                        ,62,65,Grnik Zabrze                            ,270K    ,1K   ,Right,93,6'3 ,176lbs
13601,222621,Du Jia                        ,25,China PR                      ,62,67,Tianjin TEDA FC                         ,290K    ,2K   ,Right,1 ,6'1 ,165lbs
13602,237213,J. Knight                     ,20,England                       ,62,75,Leicester City                          ,525K    ,6K   ,Right,34,6'1 ,172lbs
13603,242077,Samuel                        ,21,Spain                         ,62,74,CD Tenerife                             ,475K    ,1K   ,Left ,28,6'1 ,170lbs
13604,219550,O. Palmer                     ,26,England                       ,62,63,Crawley Town                            ,375K    ,2K   ,Right,9 ,6'5 ,203lbs
13605,225694,T. Thomas                     ,22,England                       ,62,70,AFC Wimbledon                           ,375K    ,1K   ,Right,6 ,6'1 ,157lbs
13606,229534,E. Sanhueza                   ,22,Chile                         ,62,70,Audax Italiano                          ,325K    ,1K   ,Right,12,5'10,176lbs
13607,237982,Y. Guzmn                      ,20,Colombia                      ,62,78,Envigado FC                             ,675K    ,1K   ,Right,8 ,5'5 ,141lbs
13608,238238,J. Schneider                  ,24,Germany                       ,62,67,FC St. Pauli                            ,400K    ,3K   ,Right,29,5'10,174lbs
13609,192158,M. Albornoz                   ,30,Sweden                        ,62,62,IK Sirius                               ,230K    ,1K   ,Right,25,6'0 ,176lbs
13610,239775,F. Senninger                  ,22,Germany                       ,62,69,SV Meppen                               ,350K    ,4K   ,Right,37,5'9 ,154lbs
13611,240031,E. ivi                        ,22,Bosnia Herzegovina            ,62,70,Sparta Praha                            ,450K    ,1K   ,Left ,4 ,6'0 ,168lbs
13612,245151,F. Crisanto                   ,27,Honduras                      ,62,62,Lobos BUAP                              ,250K    ,2K   ,Right,6 ,5'9 ,152lbs
13613,223904,J. Gerezgiher                 ,22,Germany                       ,62,69,SG Sonnenhof Groaspach                  ,425K    ,1K   ,Right,10,5'9 ,157lbs
13614,239776,J. Hoffmann                   ,22,Germany                       ,62,70,SG Sonnenhof Groaspach                  ,450K    ,1K   ,Right,29,5'10,159lbs
13615,226721,G. Alcal                      ,25,Mexico                        ,62,67,Quertaro                                ,290K    ,1K   ,Right,33,5'10,161lbs
13616,242081,A. Almendra                   ,18,Argentina                     ,62,81,Boca Juniors                            ,625K    ,2K   ,Right,39,6'0 ,165lbs
13617,211362,A. Dwigaa                     ,22,Poland                        ,62,68,Wisa Pock                               ,350K    ,1K   ,Right,14,6'1 ,176lbs
13618,216226,A. Kenyon                     ,25,England                       ,62,64,Morecambe                               ,300K    ,2K   ,Left ,4 ,6'0 ,168lbs
13619,224418,S. Frijnsson                  ,22,Iceland                       ,62,73,Vlerenga Fotball                        ,500K    ,1K   ,Right,3 ,6'1 ,168lbs
13620,225442,F. Illarregui                 ,21,Argentina                     ,62,72,Argentinos Juniors                      ,500K    ,2K   ,Right,27,5'7 ,159lbs
13621,209315,D. Butler                     ,23,England                       ,62,69,Newport County                          ,350K    ,2K   ,Left ,3 ,5'10,165lbs
13622,228771,J. Mosquera                   ,21,Colombia                      ,62,74,Envigado FC                             ,475K    ,1K   ,Right,18,5'9 ,165lbs
13623,237475,H. zkan                       ,20,Turkey                        ,62,72,KV Oostende                             ,475K    ,2K   ,Right,36,5'10,154lbs
13624,203428,E. Hewitt                     ,24,Wales                         ,62,69,Notts County                            ,425K    ,3K   ,Right,4 ,5'11,165lbs
